cf_id,company_name,outcome,backers_count,country,goal,pledged,launch_date,category,subcategory,first_name,last_name,email
2777,Skinner PLC,successful,5966,US,112300.0,178965.0,2021-07-01 05:00:00,theater,plays,Gastone,Beyer,gastone.beyer@stewart-sanchez.edu
3064,"Nolan, Smith and Sanchez",failed,2176,US,189200.0,128410.0,2021-10-19 05:00:00,theater,plays,Lydia,Berengario,lydia.berengario@aol.de
56,Green-Carr,successful,169,US,900.0,14324.0,2021-05-15 05:00:00,film & video,documentary,Lucy,Davidson,lucy.davidson@tele2.it
763,Brown-Parker,successful,2106,US,22500.0,164291.0,2021-01-23 06:00:00,theater,plays,Franck,Wade,franck.wade@gute.org
896,Marshall Inc,failed,441,US,167400.0,22073.0,2021-03-10 06:00:00,film & video,documentary,Heidi,Barker,heidi.barker@gmail.com
1409,Leblanc-Pineda,failed,25,US,2700.0,1479.0,2021-08-13 05:00:00,music,indie rock,Arnaldo,Ocasio,arnaldo.ocasio@hotmail.com
2889,Perry PLC,successful,131,US,3400.0,12275.0,2020-06-23 05:00:00,music,rock,Francis,Bernier,francis.bernier@rodriguez.com
2338,"Klein, Stark and Livingston",failed,127,US,49700.0,5098.0,2021-01-17 06:00:00,theater,plays,Johanne,Strong,johanne.strong@yahoo.de
2905,Fleming-Oliver,failed,355,US,178200.0,24882.0,2021-02-10 06:00:00,film & video,documentary,Debra,Langlois,debra.langlois@schmiedecke.com
1779,"Reilly, Aguirre and Johnson",failed,44,GB,7200.0,2912.0,2020-07-18 05:00:00,theater,plays,Reingard,Kambs,reingard.kambs@sagese.eu
2291,"Davidson, Wilcox and Lewis",successful,84,US,2500.0,4008.0,2020-12-26 06:00:00,theater,plays,Mauro,Ortiz,mauro.ortiz@oquendo.net
3192,"Michael, Anderson and Vincent",successful,155,US,5300.0,9749.0,2020-12-08 06:00:00,theater,plays,Griselda,Carranza,griselda.carranza@krause.de
1696,King Ltd,failed,67,US,9100.0,5803.0,2021-03-29 05:00:00,photography,photography books,Janet,Madrigal,janet.madrigal@gmail.com
1559,Baker Ltd,successful,189,US,6300.0,14199.0,2021-04-18 05:00:00,food,food trucks,Jenna,Day,jenna.day@reed.com
1405,"Baker, Collins and Smith",successful,4799,US,114400.0,196779.0,2021-09-13 05:00:00,film & video,documentary,Modesto,Wright,modesto.wright@pareto.com
521,Warren-Harrison,successful,1137,US,38900.0,56859.0,2020-04-20 05:00:00,publishing,nonfiction,Alice,Wall,alice.wall@zaccardo.it
1625,Gardner Group,failed,1068,US,135500.0,103554.0,2021-06-20 05:00:00,theater,plays,Brenda,Sontag,brenda.sontag@solari.com
2808,Flores-Lambert,failed,424,US,109000.0,42795.0,2021-07-18 05:00:00,technology,wearables,Sergius,Mace,sergius.mace@palazzo.com
764,Cruz Ltd,canceled,145,CH,114800.0,12938.0,2020-06-26 05:00:00,music,indie rock,Antonia,Kline,antonia.kline@gmail.com
834,Knox-Garner,successful,1152,US,83000.0,101352.0,2021-01-19 06:00:00,theater,plays,Maurice,Gumprich,maurice.gumprich@griffin.net.au
2793,Davis-Allen,successful,50,US,2400.0,4477.0,2020-09-19 05:00:00,photography,photography books,Daniel,Anders,daniel.anders@yahoo.com
2901,Miller-Patel,failed,151,US,60400.0,4393.0,2021-11-21 06:00:00,publishing,nonfiction,Zaira,Cattaneo,zaira.cattaneo@yahoo.com
2141,Hernandez-Grimes,failed,1608,US,102900.0,67546.0,2021-01-07 06:00:00,technology,wearables,Alessio,Bruneau,alessio.bruneau@hotmail.co.uk
308,"Owens, Hall and Gonzalez",successful,3059,CA,62800.0,143788.0,2020-11-19 06:00:00,music,jazz,Gerdi,Guerrero,gerdi.guerrero@tele2.fr
705,Noble-Bailey,successful,34,US,800.0,3755.0,2020-06-26 05:00:00,film & video,documentary,Brigitte,Stiebitz,brigitte.stiebitz@gmail.com
1670,Taylor PLC,successful,220,US,7100.0,9238.0,2020-05-21 05:00:00,theater,plays,June,Sinisi,june.sinisi@manzoni-giannini.it
1159,Holmes PLC,successful,1604,AU,46100.0,77012.0,2020-08-11 05:00:00,film & video,drama,Carl,Macias,carl.macias@yahoo.com
2592,Jones-Martin,successful,454,US,8100.0,14083.0,2020-09-21 05:00:00,music,rock,Veronica,Trapp,veronica.trapp@tiscali.it
1195,Myers LLC,successful,123,IT,1700.0,12202.0,2020-07-01 05:00:00,film & video,animation,Frances,Garnier,frances.garnier@aporti-guidotti.org
1635,"Acosta, Mullins and Morris",failed,941,US,97300.0,62127.0,2021-05-28 05:00:00,music,indie rock,Terri,Iannelli,terri.iannelli@hotmail.com
2432,Bell PLC,failed,1,US,100.0,2.0,2021-10-07 05:00:00,photography,photography books,Odette,Moore,odette.moore@hall.edu
109,Smith-Schmidt,successful,299,US,900.0,13772.0,2021-02-05 06:00:00,theater,plays,Mercedes,Trujillo,mercedes.trujillo@aol.de
1509,"Ruiz, Richardson and Cole",failed,40,US,7300.0,2946.0,2020-10-28 05:00:00,film & video,shorts,Babette,Dumas,babette.dumas@brady.net
1285,Leonard-Mcclain,failed,3015,CA,195800.0,168820.0,2021-04-16 05:00:00,theater,plays,Jerry,Santiago,jerry.santiago@soprano-ferragni.it
500,Bailey-Boyer,successful,2237,US,48900.0,154321.0,2021-04-07 05:00:00,theater,plays,Ronald,Simpson,ronald.simpson@ovadia.net
2835,Lee LLC,failed,435,US,29600.0,26527.0,2021-03-26 05:00:00,theater,plays,Emmanuel,Dominguez,emmanuel.dominguez@gmail.com
1533,Lyons Inc,successful,645,US,39300.0,71583.0,2020-03-03 06:00:00,film & video,documentary,Christiane,Ricciardi,christiane.ricciardi@zavala.com
2445,Herrera-Wilson,successful,484,DK,3400.0,12100.0,2021-05-03 05:00:00,theater,plays,Ingolf,Zamora,ingolf.zamora@yahoo.com.au
2906,"Mahoney, Adams and Lucas",successful,154,CA,9200.0,12129.0,2020-05-04 05:00:00,film & video,documentary,Rita,Sharp,rita.sharp@beard-scott.edu.au
1237,Stewart LLC,failed,714,US,135600.0,62804.0,2021-02-11 06:00:00,music,rock,Geraldine,Cabrera,geraldine.cabrera@green-smith.info
1572,Mcmillan Group,live,1111,US,153700.0,55536.0,2021-03-22 05:00:00,games,mobile games,Chantal,Armas,chantal.armas@jenkins.net
254,"Beck, Thompson and Martinez",successful,82,US,7800.0,8161.0,2021-03-21 05:00:00,theater,plays,Louis,Gilbert,louis.gilbert@gmail.com
576,Rodriguez-Scott,successful,134,US,2100.0,14046.0,2020-10-14 05:00:00,publishing,fiction,Michelle,Collier,michelle.collier@peruzzi.it
563,Rush-Bowers,live,1089,US,189500.0,117628.0,2021-04-12 05:00:00,film & video,animation,Guillermina,Nicholson,guillermina.nicholson@grondin.fr
2201,Davis and Sons,failed,5497,US,188200.0,159405.0,2021-05-01 05:00:00,food,food trucks,Bertrand,Hopkins,bertrand.hopkins@gmail.com
1339,Anderson-Pham,failed,418,US,113500.0,12552.0,2021-02-01 06:00:00,theater,plays,Alonso,Palomo,alonso.palomo@gehringer.de
197,Stewart-Coleman,failed,1439,US,134600.0,59007.0,2021-01-15 06:00:00,film & video,documentary,Tina,Rodriguez,tina.rodriguez@web.de
2035,"Bradshaw, Smith and Ryan",failed,15,US,1700.0,943.0,2021-05-09 05:00:00,theater,plays,Eva,Francis,eva.francis@parker.org
1739,Jackson PLC,failed,1999,CA,163700.0,93963.0,2020-12-09 06:00:00,film & video,documentary,Ottavio,Rust,ottavio.rust@crespi.com
2352,Ware-Arias,successful,5203,US,113800.0,140469.0,2021-04-28 05:00:00,technology,web,Amelia,Olvera,amelia.olvera@hotmail.com
691,"Blair, Reyes and Woods",successful,94,US,5000.0,6423.0,2021-08-08 05:00:00,theater,plays,Paul,Palladio,paul.palladio@mclaughlin.net.au
298,Thomas-Lopez,failed,118,US,9400.0,6015.0,2020-12-24 06:00:00,technology,wearables,Bernardo,Wieloch,bernardo.wieloch@budig.com
206,"Brown, Davies and Pacheco",successful,205,US,8700.0,11075.0,2020-09-27 05:00:00,theater,plays,Umberto,Hicks,umberto.hicks@hill.com
1003,Jones-Riddle,failed,162,US,147800.0,15723.0,2020-10-19 05:00:00,food,food trucks,Janko,Bishop,janko.bishop@tim.it
1653,Schmidt-Gomez,failed,83,US,5100.0,2064.0,2021-06-02 05:00:00,music,indie rock,Jessika,Meunier,jessika.meunier@gmx.de
1549,"Sullivan, Davis and Booth",successful,92,US,2700.0,7767.0,2021-03-21 05:00:00,photography,photography books,Isaac,Benard,isaac.benard@googlemail.com
1026,Edwards-Kane,successful,219,US,1800.0,10313.0,2020-11-08 06:00:00,theater,plays,Alexandrie,Lambert,alexandrie.lambert@yahoo.com
2523,"Hicks, Wall and Webb",successful,2526,US,174500.0,197018.0,2020-04-08 05:00:00,theater,plays,Roberto,Guyot,roberto.guyot@bennett.com
1620,Mayer-Richmond,failed,747,US,101400.0,47037.0,2021-06-02 05:00:00,film & video,animation,Giulietta,Lucas,giulietta.lucas@club.com
2594,Robles Ltd,canceled,2138,US,191000.0,173191.0,2021-02-19 06:00:00,photography,photography books,Damaris,Pininfarina,damaris.pininfarina@gmail.com
539,Cochran Ltd,failed,84,US,8100.0,5487.0,2021-04-17 05:00:00,theater,plays,Fabrizia,Renard,fabrizia.renard@higgins-marks.com
687,Rosales LLC,successful,94,US,5100.0,9817.0,2020-11-07 06:00:00,theater,plays,Camillo,Dehmel,camillo.dehmel@brown-campbell.com
2302,Harper-Bryan,failed,91,US,7700.0,6369.0,2020-04-09 05:00:00,theater,plays,Ruggero,Parpinel,ruggero.parpinel@gmail.com
694,"Potter, Harper and Everett",failed,792,US,121400.0,65755.0,2020-06-12 05:00:00,film & video,documentary,Stephen,Pratesi,stephen.pratesi@hotmail.com
3123,Floyd-Sims,canceled,10,CA,5400.0,903.0,2020-07-04 05:00:00,theater,plays,Ludger,Naccari,ludger.naccari@ingram.biz
2576,"Spence, Jackson and Kelly",successful,1713,IT,152400.0,178120.0,2020-08-26 05:00:00,theater,plays,Meryem,Tapia,meryem.tapia@yahoo.com
2349,King-Nguyen,successful,249,US,1300.0,13678.0,2021-06-25 05:00:00,music,jazz,Jasmine,Juvara,jasmine.juvara@yahoo.com.au
516,Hansen Group,successful,192,US,8100.0,9969.0,2020-05-21 05:00:00,film & video,animation,Victoire,Travaglia,victoire.travaglia@zacchia.com
290,"Mathis, Hall and Hansen",successful,247,US,8300.0,14827.0,2021-03-29 05:00:00,theater,plays,Adrian,Noel,adrian.noel@perrin.com
1691,Cummings Inc,successful,2293,US,28400.0,100900.0,2020-09-22 05:00:00,film & video,science fiction,Marvin,Howe,marvin.howe@gmail.com
1689,Miller-Poole,successful,3131,US,102500.0,165954.0,2020-11-04 06:00:00,film & video,television,Hanne,Kidd,hanne.kidd@yahoo.com
2403,Rodriguez-West,failed,32,US,7000.0,1744.0,2020-09-24 05:00:00,technology,wearables,Donatello,Millet,donatello.millet@fritsch.net
3203,"Calderon, Bradford and Dean",successful,143,IT,5400.0,10731.0,2021-03-17 05:00:00,theater,plays,Eloisa,Pascarella,eloisa.pascarella@gmail.com
2113,Clark-Bowman,canceled,90,US,9300.0,3232.0,2020-11-15 06:00:00,theater,plays,Erica,Zambrano,erica.zambrano@gmail.com
3158,Hensley Ltd,successful,296,US,6200.0,10938.0,2020-10-28 05:00:00,music,indie rock,Paula,Canales,paula.canales@gilmore-guerrero.com
348,Anderson-Pearson,successful,170,US,2100.0,10739.0,2020-09-11 05:00:00,theater,plays,Claudia,Bernard,claudia.bernard@mazzanti.it
1136,"Martin, Martin and Solis",failed,186,US,6800.0,5579.0,2020-05-11 05:00:00,technology,wearables,Paulina,Miller,paulina.miller@lewis-barker.com
956,Harrington-Harper,canceled,439,GB,155200.0,37754.0,2020-08-13 05:00:00,film & video,television,Kathrin,Godfrey,kathrin.godfrey@tele2.fr
2393,Price and Sons,failed,605,US,89900.0,45384.0,2021-10-09 05:00:00,games,video games,Pina,Passalacqua,pina.passalacqua@yahoo.co.uk
3208,Cuevas-Morales,successful,86,DK,900.0,8703.0,2020-11-02 06:00:00,games,video games,Julien,Miles,julien.miles@stevens-rose.com
2530,Delgado-Hatfield,failed,1,CA,100.0,4.0,2020-12-14 06:00:00,film & video,animation,Suzanne,Benigni,suzanne.benigni@mennea-morlacchi.com
305,Padilla-Porter,successful,6286,US,148400.0,182302.0,2020-12-31 06:00:00,music,rock,Annalisa,Pugh,annalisa.pugh@hotmail.fr
1383,Morris Group,failed,31,US,4800.0,3045.0,2021-02-14 06:00:00,film & video,drama,Mathew,Maestas,mathew.maestas@casas-garrido.com
783,Saunders Ltd,failed,1181,US,182400.0,102749.0,2020-05-20 05:00:00,film & video,science fiction,Laszlo,Vallee,laszlo.vallee@verdier.com
47,Woods Inc,failed,39,US,4000.0,1763.0,2021-11-17 06:00:00,film & video,drama,Helen,Polanco,helen.polanco@hotmail.com
3157,"Villanueva, Wright and Richardson",successful,3727,US,116500.0,137904.0,2020-10-14 05:00:00,theater,plays,Mateo,Sorrentino,mateo.sorrentino@calderon.com
1646,"Wilson, Brooks and Clark",successful,1605,US,146400.0,152438.0,2021-11-14 06:00:00,music,indie rock,Eric,Barnes,eric.barnes@barrett-winter.com
1729,"Sheppard, Smith and Spence",failed,46,US,5000.0,1332.0,2021-05-20 05:00:00,theater,plays,Dragica,West,dragica.west@yahoo.com.au
2964,"Wise, Thompson and Allen",successful,2120,US,33800.0,118706.0,2021-01-16 06:00:00,theater,plays,Antje,Voisin,antje.voisin@gmail.com
675,"Lane, Ryan and Chapman",failed,105,US,6300.0,5674.0,2021-02-22 06:00:00,film & video,documentary,Stanley,Mills,stanley.mills@parker-lee.biz
790,"Rich, Alvarez and King",successful,50,US,2400.0,4119.0,2021-02-26 06:00:00,theater,plays,Brandy,Meraz,brandy.meraz@yahoo.com
1103,Terry-Salinas,successful,2080,US,98800.0,139354.0,2020-03-21 05:00:00,film & video,drama,Conor,Reinhardt,conor.reinhardt@yahoo.com.au
969,Wang-Rodriguez,failed,535,US,188800.0,57734.0,2021-10-13 05:00:00,games,mobile games,Gabino,Blot,gabino.blot@lewis-russell.org
1634,Mckee-Hill,successful,2105,US,134300.0,145265.0,2020-03-28 05:00:00,film & video,animation,Alvaro,Lemus,alvaro.lemus@yahoo.com
2279,Gomez LLC,successful,2436,US,71200.0,95020.0,2020-09-21 05:00:00,theater,plays,Patrizia,Wilms,patrizia.wilms@dbmail.com
387,Gonzalez-Robbins,successful,80,US,4700.0,8829.0,2021-04-09 05:00:00,publishing,translations,Metin,Coulon,metin.coulon@ashley.com
586,Obrien and Sons,successful,42,US,1200.0,3984.0,2021-04-16 05:00:00,technology,wearables,Reece,Valencia,reece.valencia@laboy-palomo.com
1145,Shaw Ltd,successful,139,CA,1400.0,8053.0,2021-06-05 05:00:00,technology,web,Troy,Schmiedecke,troy.schmiedecke@picard.com
2776,Hughes Inc,failed,16,US,4000.0,1620.0,2021-01-17 06:00:00,theater,plays,Wendy,Bustos,wendy.bustos@libero.it
2099,Olsen-Ryan,successful,159,US,5600.0,10328.0,2020-07-13 05:00:00,film & video,drama,Guglielmo,Caldwell,guglielmo.caldwell@loeffler.com
470,"Grimes, Holland and Sloan",successful,381,US,3600.0,10289.0,2021-04-16 05:00:00,technology,wearables,Travis,Cowan,travis.cowan@turner.info
343,Perry and Sons,successful,194,GB,3100.0,9889.0,2021-03-04 06:00:00,food,food trucks,Brandi,Abbagnale,brandi.abbagnale@tele2.fr
2090,"Turner, Young and Collins",failed,575,US,153800.0,60342.0,2020-10-28 05:00:00,music,rock,Hanno,Gollum,hanno.gollum@smith.com
1401,Richardson Inc,successful,106,US,5000.0,8907.0,2021-02-21 06:00:00,music,electric music,Jutta,Burke,jutta.burke@elliott.com
596,Santos-Young,successful,142,US,4000.0,14606.0,2021-02-03 06:00:00,film & video,television,Dorothe,Paz,dorothe.paz@fiebig.de
1139,Nichols Ltd,successful,211,US,7400.0,8432.0,2021-07-02 05:00:00,publishing,translations,Desiree,Huerta,desiree.huerta@morris.com
2080,Murphy PLC,failed,1120,US,191500.0,57122.0,2021-06-26 05:00:00,publishing,fiction,Ilse,Bray,ilse.bray@venturi.it
88,"Hogan, Porter and Rivera",failed,113,US,8500.0,4613.0,2021-07-14 05:00:00,film & video,science fiction,Pierpaolo,Scaduto,pierpaolo.scaduto@sanders-gibson.com.au
2806,Lyons LLC,successful,2756,US,68800.0,162603.0,2020-09-12 05:00:00,technology,wearables,Amedeo,Bradford,amedeo.bradford@yahoo.com
3153,Long-Greene,successful,173,GB,2400.0,12310.0,2020-07-27 05:00:00,food,food trucks,Julia,Ali,julia.ali@yahoo.com
2391,Robles-Hudson,successful,87,US,8600.0,8656.0,2021-08-28 05:00:00,photography,photography books,Catalina,Pizzetti,catalina.pizzetti@tim.it
84,Mcclure LLC,failed,1538,US,196600.0,159931.0,2021-06-12 05:00:00,theater,plays,Dylan,Porzio,dylan.porzio@yahoo.de
1987,"Martin, Russell and Baker",failed,9,US,4200.0,689.0,2021-01-21 06:00:00,publishing,fiction,Iris,Trincavelli,iris.trincavelli@tiscali.fr
2790,Rice-Parker,failed,554,US,91400.0,48236.0,2020-06-03 05:00:00,theater,plays,Johnathan,Guidotti,johnathan.guidotti@cox-sanchez.net
37,Landry Inc,successful,1572,GB,29600.0,77021.0,2021-06-19 05:00:00,food,food trucks,Walburga,Vollbrecht,walburga.vollbrecht@aol.de
2981,Richards-Davis,failed,648,GB,90600.0,27844.0,2020-06-17 05:00:00,theater,plays,Kendra,David,kendra.david@allan-morton.com
1730,"Davis, Cox and Fox",failed,21,GB,5200.0,702.0,2021-03-28 05:00:00,publishing,translations,Aleksandr,Weiss,aleksandr.weiss@blanc.org
3172,Smith-Wallace,successful,2346,US,110300.0,197024.0,2021-02-13 06:00:00,theater,plays,Cornelio,Guardado,cornelio.guardado@gmail.com
32,"Cordova, Shaw and Wang",successful,115,US,5300.0,11663.0,2021-01-13 06:00:00,theater,plays,Ferdi,Blackburn,ferdi.blackburn@christensen.net
2322,Clark Inc,successful,85,IT,9200.0,9339.0,2021-06-07 05:00:00,technology,wearables,Bill,Gallagher,bill.gallagher@green.com
1095,Young and Sons,successful,144,US,2400.0,4596.0,2020-11-28 06:00:00,journalism,audio,Leonard,Harvey,leonard.harvey@hotmail.com
1067,Henson PLC,successful,2443,US,56800.0,173437.0,2021-07-24 05:00:00,food,food trucks,Milan,Montenegro,milan.montenegro@langern.com
2676,Garcia Group,canceled,595,US,191000.0,45831.0,2020-11-07 06:00:00,film & video,shorts,Philip,Perez,philip.perez@hotmail.co.uk
549,"Adams, Walker and Wong",successful,64,US,900.0,6514.0,2020-03-24 05:00:00,photography,photography books,Kathryn,Hentschel,kathryn.hentschel@shaw.com
302,Hopkins-Browning,successful,268,US,2500.0,13684.0,2020-05-30 05:00:00,technology,wearables,Xavier,Samson,xavier.samson@baggio.it
2758,"Bell, Edwards and Andersen",successful,195,DK,3200.0,13264.0,2020-10-30 05:00:00,theater,plays,Hartwig,Roberts,hartwig.roberts@saraceno.net
2450,Morales Group,failed,54,US,183800.0,1667.0,2021-05-21 05:00:00,film & video,animation,Kimberly,Chan,kimberly.chan@gmail.com
2310,Lucero Group,failed,120,US,9800.0,3349.0,2020-07-14 05:00:00,technology,wearables,Lorraine,Crawford,lorraine.crawford@gmail.com
2185,"Smith, Brown and Davis",failed,579,DK,193400.0,46317.0,2021-12-27 06:00:00,technology,web,Maximiliano,Knowles,maximiliano.knowles@gmail.com
1929,Hunt Group,failed,2072,US,163800.0,78743.0,2021-01-08 06:00:00,film & video,documentary,Gabriella,Avila,gabriella.avila@gmail.com
1823,Valdez Ltd,failed,0,US,100.0,0.0,2020-06-17 05:00:00,theater,plays,Rico,Mortati,rico.mortati@faivre.fr
699,Mccann-Le,failed,1796,US,153600.0,107743.0,2021-02-01 06:00:00,film & video,documentary,Gail,Petrocelli,gail.petrocelli@yahoo.com
1926,Johnson Inc,successful,186,AU,1300.0,6889.0,2020-06-01 05:00:00,games,video games,Liberto,Niemeier,liberto.niemeier@germano-dibiasi.it
2208,Collins LLC,successful,460,US,25500.0,45983.0,2021-04-14 05:00:00,film & video,drama,Luciana,Petitjean,luciana.petitjean@patterson-cole.biz
3136,Smith-Miller,failed,62,IT,7500.0,6924.0,2021-04-08 05:00:00,music,rock,Ron,Cavazos,ron.cavazos@yahoo.com
1623,Jensen-Vargas,failed,347,US,89900.0,12497.0,2020-08-27 05:00:00,publishing,radio & podcasts,Aldo,Cibin,aldo.cibin@gmx.de
277,"Robles, Bell and Gonzalez",successful,2528,US,18000.0,166874.0,2021-08-10 05:00:00,theater,plays,Alexandre,Serrano,alexandre.serrano@yahoo.co.uk
1522,"Turner, Miller and Francis",failed,19,US,2100.0,837.0,2020-12-26 06:00:00,technology,web,Lori,Fagotto,lori.fagotto@hill-anderson.com
2582,Roberts Group,successful,3657,US,172700.0,193820.0,2021-01-06 06:00:00,theater,plays,Perla,Figueroa,perla.figueroa@live.com
595,White LLC,failed,1258,US,168500.0,119510.0,2021-01-01 06:00:00,theater,plays,Reginald,Hughes,reginald.hughes@gmail.com
1060,"Best, Miller and Thomas",successful,131,AU,7800.0,9289.0,2021-06-06 05:00:00,film & video,drama,Uriel,Holt,uriel.holt@gmail.com
2551,Smith-Mullins,failed,362,US,147800.0,35498.0,2020-12-22 06:00:00,theater,plays,Stefano,Lemonnier,stefano.lemonnier@binner.com
975,Williams-Walsh,successful,239,US,9100.0,12678.0,2020-06-26 05:00:00,games,video games,Madeleine,Cooper,madeleine.cooper@poste.it
300,"Harrison, Blackwell and Mendez",canceled,35,US,8300.0,3260.0,2021-07-10 05:00:00,film & video,television,Alban,Barbier,alban.barbier@ortiz.org
1883,"Sanchez, Bradley and Flores",canceled,528,CH,138700.0,31123.0,2021-01-30 06:00:00,music,rock,Alfonso,Finetti,alfonso.finetti@quiroz.com
2973,Cox LLC,failed,133,CA,8600.0,4797.0,2020-10-27 05:00:00,theater,plays,Ryan,Kim,ryan.kim@noos.fr
1831,Morales-Odonnell,failed,846,US,125400.0,53324.0,2020-09-03 05:00:00,publishing,nonfiction,Augustin,Wohlgemut,augustin.wohlgemut@watson.info
3019,Ramirez LLC,successful,78,US,5900.0,6608.0,2021-04-05 05:00:00,food,food trucks,Rolando,Bibi,rolando.bibi@tin.it
1598,Ramirez Group,failed,10,US,8800.0,622.0,2020-12-12 06:00:00,film & video,animation,Berthold,Randall,berthold.randall@mcdonald.com
1898,Marsh-Coleman,successful,1773,US,177700.0,180802.0,2020-09-25 05:00:00,music,rock,Genaro,Briand,genaro.briand@sfr.fr
944,"Frederick, Jenkins and Collins",successful,32,US,800.0,3406.0,2020-08-13 05:00:00,theater,plays,Rudolf,Jenkins,rudolf.jenkins@hotmail.com
2775,Wilson Ltd,successful,369,US,7600.0,11061.0,2021-04-01 05:00:00,film & video,drama,Pauline,Ackermann,pauline.ackermann@arredondo-roque.com
2021,"Cline, Peterson and Lowery",failed,191,US,50500.0,16389.0,2021-03-12 06:00:00,film & video,shorts,Folker,Swanson,folker.swanson@rodrigues.fr
1473,"Underwood, James and Jones",successful,89,US,900.0,6303.0,2020-08-02 05:00:00,film & video,shorts,Ashleigh,Montez,ashleigh.montez@perry-schneider.com
353,Johnson-Contreras,failed,1979,US,96700.0,81136.0,2020-06-15 05:00:00,theater,plays,Liliana,Barber,liliana.barber@libero.it
400,"Greene, Lloyd and Sims",failed,63,US,2100.0,1768.0,2021-05-01 05:00:00,technology,wearables,Caridad,Carr,caridad.carr@huhn.com
930,Smith-Sparks,successful,147,US,8300.0,12944.0,2021-09-20 05:00:00,theater,plays,Lolita,Borrego,lolita.borrego@gmail.com
1281,Rosario-Smith,failed,6080,CA,189200.0,188480.0,2021-05-16 05:00:00,film & video,animation,Gunar,Patrick,gunar.patrick@leroy.com
726,"Avila, Ford and Welch",failed,80,GB,9000.0,7227.0,2020-05-24 05:00:00,music,indie rock,Leokadia,Verdier,leokadia.verdier@hotmail.com.au
2177,Gallegos Inc,failed,9,US,5100.0,574.0,2020-04-29 05:00:00,games,video games,Hanna,Reid,hanna.reid@salas.org
1652,"Morrow, Santiago and Soto",failed,1784,US,105000.0,96328.0,2021-05-05 05:00:00,publishing,fiction,Edelgard,Kreusel,edelgard.kreusel@hotmail.com
65,Berry-Richardson,live,3640,CH,186700.0,178338.0,2020-05-28 05:00:00,games,video games,Svenja,Perrin,svenja.perrin@berger.com
911,Cordova-Torres,successful,126,CA,1600.0,8046.0,2021-01-25 06:00:00,theater,plays,Pierluigi,Taccola,pierluigi.taccola@gmx.de
2082,"Holt, Bernard and Johnson",successful,2218,GB,115600.0,184086.0,2021-01-04 06:00:00,music,indie rock,Cilli,Watts,cilli.watts@yahoo.com
458,"Clark, Mccormick and Mendoza",failed,243,US,89100.0,13385.0,2021-05-23 05:00:00,film & video,drama,Emiliano,Wells,emiliano.wells@gmx.de
1085,Garrison LLC,successful,202,IT,2600.0,12533.0,2021-01-28 06:00:00,theater,plays,April,Davids,april.davids@fisher.info
1451,Shannon-Olson,successful,140,IT,9800.0,14697.0,2020-10-14 05:00:00,publishing,fiction,Dolores,Didier,dolores.didier@yahoo.com.au
1068,Murillo-Mcfarland,successful,1052,DK,84400.0,98935.0,2020-10-10 05:00:00,film & video,documentary,Sylvia,Bonomo,sylvia.bonomo@poulain.com
241,"Young, Gilbert and Escobar",failed,1296,US,151300.0,57034.0,2020-10-11 05:00:00,games,mobile games,Nelly,Marsh,nelly.marsh@hotmail.it
2654,"Thomas, Welch and Santana",failed,77,US,9800.0,7120.0,2021-01-13 06:00:00,food,food trucks,Beth,Miniati,beth.miniati@hudson.net
159,Brown-Pena,successful,247,US,5300.0,14097.0,2020-03-08 06:00:00,photography,photography books,Renee,Merino,renee.merino@gmail.com
1010,"Holder, Caldwell and Vance",failed,395,IT,178000.0,43086.0,2020-09-17 05:00:00,games,mobile games,Hailey,Russell,hailey.russell@jourdan.org
1807,Harrison-Bridges,failed,49,GB,77000.0,1930.0,2021-03-04 06:00:00,music,indie rock,Raphaela,Gotthard,raphaela.gotthard@outlook.com
1135,"Johnson, Murphy and Peterson",failed,180,US,84900.0,13864.0,2021-01-28 06:00:00,games,video games,Pomponio,Comencini,pomponio.comencini@hotmail.co.uk
1859,Taylor Inc,successful,84,US,2800.0,7742.0,2020-08-02 05:00:00,music,rock,Leone,Richardson,leone.richardson@yahoo.com
1265,Deleon and Sons,failed,2690,US,184800.0,164109.0,2021-01-11 06:00:00,theater,plays,Valentine,Acosta,valentine.acosta@peters.net
2648,"Benjamin, Paul and Ferguson",successful,88,US,4200.0,6870.0,2020-12-17 06:00:00,theater,plays,Ricciotti,Laureano,ricciotti.laureano@parsons.com
141,Hardin-Dixon,successful,156,US,1300.0,12597.0,2021-06-20 05:00:00,film & video,drama,Jacques,Heidrich,jacques.heidrich@zamudio-chapa.com
1944,York-Pitts,successful,2985,US,66100.0,179074.0,2021-10-19 05:00:00,theater,plays,Anne,Snow,anne.snow@gmail.com
3187,Jarvis and Sons,successful,762,US,29500.0,83843.0,2021-05-21 05:00:00,technology,wearables,Sonia,Volta,sonia.volta@gmx.de
1436,Morrison-Henderson,canceled,1,CH,100.0,4.0,2021-06-18 05:00:00,music,indie rock,Dale,Leblanc,dale.leblanc@stewart.com
1384,Martin-James,failed,2779,AU,180100.0,105598.0,2021-01-11 06:00:00,technology,web,Alejandro,Cruz,alejandro.cruz@hotmail.com
2446,"Mercer, Solomon and Singleton",failed,92,US,9000.0,8866.0,2020-12-04 06:00:00,theater,plays,Elsa,Cugia,elsa.cugia@yahoo.com
2215,"Dougherty, Austin and Mills",failed,1028,US,170600.0,75022.0,2020-12-11 06:00:00,music,rock,Geronimo,Pechel,geronimo.pechel@hotmail.com
